CITY,STATE,COUNTRY,GENDER,AGE,MARITAL_STATUS,PROFESSION,REPELLENT_NEGTWEETS,TENT_NEGTWEETS,REPELLENT,TENT
Ludhiana,UP,India,M,29,Single,Other,8,3,FALSE,TRUE
Beijing,NA,China,F,20,Single,Professional,1,7,TRUE,FALSE
Essen,NA,Germany,M,28,Single,Other,7,2,FALSE,TRUE
Stavropol,NA,Russia,M,36,Married,Other,10,3,FALSE,TRUE
Grenoble,NA,France,F,23,Single,Other,6,2,FALSE,TRUE
Aachen,NA,Germany,F,23,Married,Retail,3,6,TRUE,FALSE
Saint Petersburg,NA,Russia,M,37,Single,Other,6,2,FALSE,TRUE
Chongqing,NA,China,M,44,Married,Sales,2,5,TRUE,FALSE
Reims,NA,France,M,24,Single,Student,7,2,FALSE,TRUE
Canberra,ACT,Australia,M,39,Married,Other,6,3,FALSE,TRUE
Århus,NA,Denmark,F,35,Married,Other,8,3,FALSE,TRUE
Brisbane,Qld,Australia,F,20,Married,Other,0,7,TRUE,FALSE
Orangeburg,SC,United States,M,23,Single,Other,4,2,FALSE,TRUE
Incheon,NA,Korea,M,30,Married,Other,8,1,FALSE,TRUE
Osasco,BR-SP,Brazil,F,23,Married,Other,1,9,TRUE,FALSE
Whitehall,PA,United States,F,33,Married,Other,0,1,TRUE,TRUE
Qiqihaer,NA,China,F,48,Married,Executive,2,6,TRUE,FALSE
Novosibirsk,NA,Russia,M,24,Single,Student,0,5,TRUE,FALSE
Pontiac,MI,United States,F,40,Married,Other,5,1,FALSE,TRUE
Perugia,PG,Italy,F,33,Married,Other,0,3,TRUE,TRUE
Bristow,VA,United States,F,45,Married,Hospitality,2,7,TRUE,FALSE
Alicante,NA,Spain,F,29,Married,Executive,8,2,FALSE,TRUE
San Nicolás de los Garza,NA,Mexico,F,28,Married,Other,1,5,TRUE,FALSE
Dordrecht,NA,Netherlands,M,38,Single,Other,7,2,FALSE,TRUE
Chennai,NA,India,M,34,Unspecified,Professional,7,2,FALSE,TRUE
Edgewood,MD,United States,M,32,Single,Other,7,2,FALSE,TRUE
Bromley,NA,United Kingdom,M,19,Single,Other,8,1,FALSE,TRUE
Dresden,NA,Germany,F,30,Unspecified,Other,9,1,FALSE,TRUE
Martinez,CA,United States,F,32,Married,Other,1,5,TRUE,FALSE
Shimonoseki,NA,Japan,F,36,Single,Retail,1,4,TRUE,FALSE
Chandigarh,CH,India,F,23,Single,Other,7,2,FALSE,TRUE
Wels,NA,Austria,M,27,Single,Professional,7,0,FALSE,TRUE
Suffern,NY,United States,M,28,Single,Executive,7,2,FALSE,TRUE
Singapore,Singapore,Singapore,M,29,Single,Other,4,2,FALSE,TRUE
Roslindale,MA,United States,M,24,Single,Other,6,2,FALSE,TRUE
Bonn,NA,Germany,M,37,Married,Other,0,2,FALSE,TRUE
Groningen,NA,Netherlands,F,30,Married,Executive,5,2,FALSE,TRUE
Bari,BA,Italy,M,34,Single,Trades,8,2,FALSE,TRUE
San Jose,CA,United States,F,38,Married,Other,3,0,TRUE,TRUE
Bogalusa,LA,United States,F,43,Married,Other,0,7,TRUE,FALSE
Changchun,NA,China,M,26,Single,Sales,7,2,FALSE,TRUE
North Reading,MA,United States,F,24,Married,Retail,2,4,TRUE,FALSE
Guarulhos,BR-SP,Brazil,F,27,Married,Other,7,3,FALSE,TRUE
New Salisbury,IN,United States,F,44,Married,Other,8,2,FALSE,TRUE
Phoenix,AZ,United States,F,33,Married,Other,0,5,TRUE,FALSE
Balneário Camboriú,BR-SC,Brazil,F,33,Married,Other,2,7,TRUE,FALSE
Heidelberg,NA,Germany,M,27,Single,Trades,5,3,FALSE,TRUE
Manaus,BR-AM,Brazil,F,31,Single,Professional,7,2,FALSE,TRUE
San Luis Obispo,CA,United States,M,23,Single,Trades,8,4,FALSE,TRUE
Sydney,NSW,Australia,F,41,Married,Other,6,2,FALSE,TRUE
Vernon,BC,Canada,F,32,Married,Other,1,7,TRUE,FALSE
São Paulo,BR-SP,Brazil,M,30,Single,Other,8,2,FALSE,TRUE
Kingsland,GA,United States,M,20,Single,Executive,9,2,FALSE,TRUE
Ramsgate,NA,United Kingdom,F,33,Married,Retail,6,1,FALSE,TRUE
Sakai,NA,Japan,M,21,Single,Professional,7,3,FALSE,TRUE
São Gonçalo,BR-RJ,Brazil,M,32,Married,Executive,7,1,FALSE,TRUE
Bellinzona,NA,Switzerland,F,26,Single,Professional,1,7,TRUE,FALSE
Düsseldorf,NA,Germany,M,28,Married,Professional,8,1,FALSE,TRUE
Chengdu,NA,China,F,49,Married,Executive,2,4,TRUE,FALSE
Kent,WA,United States,F,39,Unspecified,Other,1,7,TRUE,FALSE
Singapore,Singapore,Singapore,M,20,Single,Other,8,0,FALSE,TRUE
Osnabrück,NA,Germany,F,30,Married,Executive,8,2,FALSE,TRUE
San Luis,NA,Mexico,M,32,Single,Professional,4,4,FALSE,TRUE
Kushiro,NA,Japan,M,25,Single,Sales,6,2,FALSE,TRUE
Cangzhou,NA,China,F,36,Unspecified,Hospitality,6,2,FALSE,TRUE
Villach,NA,Austria,M,19,Single,Executive,5,1,FALSE,TRUE
Fishkill,NY,United States,M,23,Single,Executive,8,2,FALSE,TRUE
Pune,NA,India,M,29,Single,Sales,5,3,FALSE,TRUE
Madison,WI,United States,M,21,Single,Professional,5,1,FALSE,TRUE
Singapore,Singapore,Singapore,F,38,Married,Retail,1,1,TRUE,TRUE
Natchitoches,LA,United States,M,49,Married,Retired,1,2,TRUE,TRUE
Raleigh,NC,United States,F,34,Married,Executive,0,3,TRUE,TRUE
Petrópolis,BR-RJ,Brazil,F,37,Married,Retail,3,7,TRUE,FALSE
Canberra,ACT,Australia,M,25,Single,Professional,9,1,FALSE,TRUE
Paris,NA,France,F,24,Married,Other,2,3,TRUE,TRUE
Playa del Carmen,NA,Mexico,F,21,Married,Other,1,6,TRUE,FALSE
Pachuca de Soto,NA,Mexico,F,24,Single,Other,8,3,FALSE,TRUE
Bern,NA,Switzerland,F,33,Married,Other,1,6,TRUE,FALSE
Chongqing,NA,China,F,33,Married,Hospitality,7,1,FALSE,TRUE
Peoria,IL,United States,M,28,Single,Professional,3,1,FALSE,TRUE
Kawasaki,NA,Japan,M,32,Married,Sales,6,2,FALSE,TRUE
Bromont,QC,Canada,F,40,Married,Other,2,9,TRUE,FALSE
Vallejo,CA,United States,F,37,Unspecified,Other,1,5,TRUE,FALSE
Toledo,NA,Spain,F,32,Married,Other,1,2,TRUE,TRUE
Basel,NA,Switzerland,F,39,Married,Other,5,2,FALSE,TRUE
Barcelona,B,Spain,M,27,Single,Other,8,0,FALSE,TRUE
Manzanilo,NA,Mexico,M,42,Married,Sales,6,3,FALSE,TRUE
Logroño,LO,Spain,M,22,Single,Student,2,3,FALSE,TRUE
Asan,NA,Korea,M,21,Single,Executive,5,2,FALSE,TRUE
Fuquay Varina,NC,United States,M,43,Married,Sales,7,2,FALSE,TRUE
Mysore,MP,India,M,26,Single,Sales,8,2,FALSE,TRUE
Campinas,BR-SP,Brazil,M,26,Single,Professional,7,0,FALSE,TRUE
Clermont-Ferrand,NA,France,M,40,Married,Other,7,1,FALSE,TRUE
Kobe,NA,Japan,M,33,Married,Other,6,2,FALSE,TRUE
Acapulco,NA,Mexico,F,38,Married,Other,1,8,TRUE,FALSE
Melbourne,Vic,Australia,F,24,Single,Retail,4,3,FALSE,TRUE
Nice,NA,France,F,24,Single,Other,0,5,TRUE,FALSE
New Port Richey,FL,United States,M,27,Single,Executive,5,2,FALSE,TRUE
Campos dos Goytacazes,BR-RJ,Brazil,F,35,Unspecified,Other,3,0,TRUE,TRUE
Timóteo,BR-MG,Brazil,M,37,Married,Other,4,6,TRUE,FALSE
Yellowknife,NT,Canada,F,49,Married,Executive,8,3,FALSE,TRUE
Miami,FL,United States,M,26,Single,Professional,4,4,FALSE,TRUE
Braunschweig,NA,Germany,M,26,Single,Professional,3,2,FALSE,TRUE
Chengdu,NA,China,M,27,Single,Sales,6,3,FALSE,TRUE
Heidelberg,NA,Germany,M,21,Single,Trades,6,1,FALSE,TRUE
Delhi,NCT,India,M,31,Married,Executive,1,9,TRUE,FALSE
Navegantes,BR-SC,Brazil,M,21,Single,Other,6,0,FALSE,TRUE
North Liberty,IA,United States,M,24,Single,Sales,8,2,FALSE,TRUE
Ravenna,RV,Italy,M,35,Married,Other,5,1,FALSE,TRUE
Pamplona,NA,Spain,M,28,Single,Professional,6,1,FALSE,TRUE
Gatineau,QC,Canada,M,22,Single,Trades,5,1,FALSE,TRUE
Coventry,NA,United Kingdom,M,25,Single,Sales,10,1,FALSE,TRUE
Rio de Janeiro,BR-RJ,Brazil,M,33,Married,Executive,6,2,FALSE,TRUE
Cuernavaca,NA,Mexico,M,22,Single,Trades,7,2,FALSE,TRUE
Qingdao,NA,China,M,34,Single,Professional,2,1,FALSE,TRUE
Singapore,Singapore,Singapore,F,23,Single,Other,1,3,TRUE,TRUE
Roma,ROMA,Italy,F,44,Married,Other,6,1,FALSE,TRUE
Preston,NA,United Kingdom,M,41,Married,Professional,10,1,FALSE,TRUE
Mukilteo,WA,United States,F,38,Single,Retail,3,10,TRUE,FALSE
Southampton,NA,United Kingdom,M,21,Single,Professional,8,1,FALSE,TRUE
Osasco,BR-SP,Brazil,M,40,Married,Trades,5,0,FALSE,TRUE
Charleroi,NA,Belgium,M,27,Single,Professional,5,1,FALSE,TRUE
Amiens,NA,France,F,32,Single,Retail,9,0,FALSE,TRUE
Kasugai,NA,Japan,M,29,Single,Other,9,3,FALSE,TRUE
Kiyose,NA,Japan,M,23,Single,Other,11,1,FALSE,TRUE
Nancy,NA,France,F,43,Married,Other,3,9,TRUE,FALSE
Potsdam,NA,Germany,F,32,Married,Other,2,3,TRUE,FALSE
Enschede,NA,Netherlands,F,31,Married,Executive,5,1,FALSE,TRUE
Québec,QC,Canada,M,25,Single,Other,4,1,FALSE,TRUE
Nago,NA,Japan,F,39,Married,Other,6,2,FALSE,TRUE
Rio de Janeiro,BR-RJ,Brazil,M,38,Married,Other,1,2,TRUE,TRUE
Aurora,CO,United States,F,32,Married,Executive,6,2,FALSE,TRUE
Haarlem,NA,Netherlands,F,34,Married,Other,1,2,TRUE,TRUE
Chengdu,NA,China,F,37,Single,Retail,1,7,TRUE,FALSE
Brest,NA,France,M,43,Married,Other,2,0,FALSE,TRUE
Wuhan,NA,China,M,23,Single,Other,5,1,FALSE,TRUE
Salvador,BR-BA,Brazil,F,26,Married,Other,1,4,TRUE,FALSE
Perth,WA,Australia,F,39,Single,Retail,1,3,TRUE,TRUE
Calgary,AB,Canada,M,22,Single,Sales,8,0,FALSE,TRUE
Bern,NA,Switzerland,F,37,Married,Retail,2,2,TRUE,TRUE
Nantes,NA,France,M,24,Single,Trades,11,2,FALSE,TRUE
Adelaide,SA,Australia,M,31,Single,Professional,1,0,FALSE,TRUE
Paris,NA,France,F,44,Married,Other,1,6,TRUE,FALSE
Helsinki,NA,Finland,M,38,Married,Professional,7,3,FALSE,TRUE
Perth,WA,Australia,M,23,Single,Sales,5,1,FALSE,TRUE
Beijing,NA,China,M,19,Single,Other,9,0,FALSE,TRUE
Turnhout,NA,Belgium,F,36,Married,Other,1,7,TRUE,FALSE
Cranston,RI,United States,M,32,Married,Other,8,1,FALSE,TRUE
Göteborg,NA,Sweden,F,31,Married,Other,2,13,TRUE,FALSE
Kelamayi,NA,China,F,46,Married,Executive,8,1,FALSE,TRUE
Portsmouth,NA,United Kingdom,F,38,Married,Retail,0,8,TRUE,FALSE
Bern,NA,Switzerland,F,24,Married,Retail,1,6,TRUE,FALSE
Dordrecht,NA,Netherlands,F,45,Married,Hospitality,8,2,FALSE,TRUE
Rio de Janeiro,BR-RJ,Brazil,M,25,Single,Other,7,3,FALSE,TRUE
Chandigarh,HR,India,F,24,Married,Retail,8,2,FALSE,TRUE
Timóteo,BR-MG,Brazil,M,32,Single,Professional,7,2,FALSE,TRUE
Fukushima,NA,Japan,F,49,Married,Executive,12,2,FALSE,TRUE
Shijiazhuang,NA,China,F,34,Married,Retail,1,7,TRUE,FALSE
Amersfoort,NA,Netherlands,M,21,Single,Executive,7,2,FALSE,TRUE
Dübendorf,NA,Switzerland,F,41,Married,Other,1,7,TRUE,FALSE
Cheney,WA,United States,F,28,Single,Other,1,3,TRUE,FALSE
Arvika,NA,Sweden,M,34,Single,Other,7,2,FALSE,TRUE
Porto Alegre,BR-RS,Brazil,M,31,Married,Other,6,3,FALSE,TRUE
Hermosillo,NA,Mexico,F,28,Single,Other,7,1,FALSE,TRUE
Singapore,Singapore,Singapore,F,40,Unspecified,Hospitality,6,2,FALSE,TRUE
Chengdu,NA,China,M,42,Single,Sales,0,2,FALSE,TRUE
Anchorage,AK,United States,F,37,Married,Other,7,3,FALSE,TRUE
Rennes,NA,France,M,28,Single,Professional,4,0,FALSE,TRUE
Canberra,ACT,Australia,M,24,Single,Trades,6,1,FALSE,TRUE
Fargo,ND,United States,M,31,Married,Sales,8,2,FALSE,TRUE
Arnhem,NA,Netherlands,M,24,Single,Trades,9,1,FALSE,TRUE
Chiba,NA,Japan,F,22,Single,Student,1,9,TRUE,FALSE
Bellinzona,NA,Switzerland,M,26,Single,Professional,5,2,FALSE,TRUE
Fukushima,NA,Japan,M,26,Single,Other,7,1,FALSE,TRUE
Perugia,NA,Italy,M,32,Married,Other,6,1,FALSE,TRUE
Viborg,NA,Denmark,F,21,Single,Other,2,8,TRUE,FALSE
Perth,WA,Australia,F,38,Married,Other,3,3,TRUE,FALSE
Mysore,KA,India,M,28,Married,Other,5,2,FALSE,TRUE
Angers,NA,France,M,29,Single,Other,8,1,FALSE,TRUE
Duque de Caxias,BR-RJ,Brazil,F,39,Married,Other,3,8,TRUE,FALSE
Musashino,NA,Japan,M,22,Single,Sales,7,1,FALSE,TRUE
Pamplona,NA,Spain,M,19,Single,Other,5,3,FALSE,TRUE
Niterói,BR-RJ,Brazil,F,35,Married,Executive,5,1,FALSE,TRUE
San Francisco,CA,United States,M,26,Single,Other,4,1,FALSE,TRUE
Gmunden,NA,Austria,F,47,Married,Executive,1,4,TRUE,FALSE
Wels,NA,Austria,M,23,Single,Sales,5,3,FALSE,TRUE
Smolensk,NA,Russia,F,37,Unspecified,Other,7,2,FALSE,TRUE
Inta,NA,Russia,F,34,Married,Executive,0,7,TRUE,FALSE
Anchorage,AK,United States,M,34,Unspecified,Sales,5,3,FALSE,TRUE
Bellinzona,NA,Switzerland,M,28,Single,Other,9,0,FALSE,TRUE
Pohang,NA,Korea,M,20,Single,Sales,7,2,FALSE,TRUE
Tokyo,NA,Japan,M,28,Single,Sales,3,3,FALSE,TRUE
Tolyatti,NA,Russia,M,19,Single,Executive,7,3,FALSE,TRUE
Mäntsälä,NA,Finland,M,28,Single,Student,5,2,FALSE,TRUE
Nanaimo,BC,Canada,M,22,Single,Other,5,4,FALSE,TRUE
Blackpool,NA,United Kingdom,M,29,Single,Trades,11,2,FALSE,TRUE
Shijiazhuang,NA,China,M,29,Single,Student,6,2,FALSE,TRUE
Canberra,ACT,Australia,M,20,Single,Professional,8,1,FALSE,TRUE
Tilburg,NA,Netherlands,F,36,Married,Executive,3,6,TRUE,FALSE
Erfurt,NA,Germany,M,26,Single,Trades,4,2,FALSE,TRUE
Riverton,UT,United States,F,46,Married,Other,9,1,FALSE,TRUE
Melbourne,Vic,Australia,F,49,Married,Professional,7,1,FALSE,TRUE
Canberra,ACT,Australia,M,23,Single,Other,7,1,FALSE,TRUE
Boulogne-Billancourt,NA,France,M,26,Single,Professional,5,1,FALSE,TRUE
Musashino,NA,Japan,M,29,Single,Professional,5,2,FALSE,TRUE
Yarmouth,NS,Canada,F,32,Married,Hospitality,3,3,TRUE,TRUE
Indian Harbour Beach,FL,United States,F,23,Single,Other,7,1,FALSE,TRUE
New York,NY,United States,F,26,Married,Retail,0,6,TRUE,FALSE
Marquette,KS,United States,F,41,Married,Other,0,8,TRUE,FALSE
Kelamayi,NA,China,F,37,Married,Other,4,1,FALSE,TRUE
Fort Myers,FL,United States,M,33,Married,Sales,11,3,FALSE,TRUE
Torino,NA,Italy,F,39,Married,Other,6,1,FALSE,TRUE
Hong Kong,NA,China,M,34,Single,Other,7,1,FALSE,TRUE
Sudbury,ON,Canada,M,20,Single,Executive,4,1,FALSE,TRUE
Sydney,NSW,Australia,F,29,Unspecified,Other,1,8,TRUE,FALSE
Beijing,NA,China,F,36,Married,Other,2,6,TRUE,FALSE
Cangzhou,NA,China,F,34,Married,Other,2,4,TRUE,FALSE
Cangzhou,NA,China,M,38,Married,Sales,1,7,TRUE,FALSE
Los Angeles,CA,United States,F,35,Married,Executive,4,1,FALSE,TRUE
Canberra,ACT,Australia,M,32,Single,Other,9,2,FALSE,TRUE
Lausanne,NA,Switzerland,F,35,Married,Executive,1,0,FALSE,TRUE
Kiel,NA,Germany,M,27,Single,Other,8,3,FALSE,TRUE
Brest,NA,France,F,30,Married,Other,7,1,FALSE,TRUE
Roskilde,NA,Denmark,F,30,Married,Hospitality,1,10,TRUE,FALSE
Canberra,ACT,Australia,F,47,Unspecified,Hospitality,3,2,FALSE,TRUE
Saarbrücken,NA,Germany,M,37,Unspecified,Trades,7,2,FALSE,TRUE
Mpls,MN,United States,M,24,Single,Professional,2,3,FALSE,TRUE
Chemnitz,NA,Germany,F,35,Married,Retail,4,2,FALSE,TRUE
Aalborg,NA,Denmark,M,29,Single,Trades,5,1,FALSE,TRUE
Charleroi,NA,Belgium,F,26,Unspecified,Professional,1,6,TRUE,FALSE
Saint Petersburg,NA,Russia,F,26,Married,Retail,1,7,TRUE,FALSE
Sydney,NSW,Australia,M,38,Married,Sales,6,2,FALSE,TRUE
Sendai,NA,Japan,M,40,Married,Other,7,2,FALSE,TRUE
Middlesbrough,NA,United Kingdom,M,32,Single,Executive,6,0,FALSE,TRUE
Pachuca de Soto,NA,Mexico,F,34,Married,Other,1,8,TRUE,FALSE
Kansas City,MO,United States,F,24,Married,Retail,1,8,TRUE,FALSE
Adelaide,SA,Australia,M,24,Single,Trades,3,2,FALSE,TRUE
Toulon,NA,France,M,30,Married,Sales,9,1,FALSE,TRUE
Hadano,NA,Japan,M,31,Single,Student,6,1,FALSE,TRUE
Petrópolis,BR-RJ,Brazil,M,20,Single,Other,5,3,FALSE,TRUE
Samara,NA,Russia,M,31,Married,Trades,7,1,FALSE,TRUE
Kyoto,NA,Japan,M,22,Single,Trades,6,1,FALSE,TRUE
Randers,NA,Denmark,F,32,Single,Retail,2,5,TRUE,FALSE
Cangzhou,NA,China,M,38,Married,Executive,1,5,TRUE,FALSE
Mobile,AL,United States,M,35,Married,Other,7,3,FALSE,TRUE
Lausanne,NA,Switzerland,M,31,Single,Professional,6,1,FALSE,TRUE
Salmon Arm,BC,Canada,F,26,Married,Retail,5,0,FALSE,TRUE
Potsdam,NA,Germany,F,38,Unspecified,Hospitality,6,1,FALSE,TRUE
Naperville,IL,United States,F,35,Married,Other,0,2,TRUE,TRUE
Park City,UT,United States,F,38,Married,Other,1,6,TRUE,FALSE
Lyon,NA,France,M,19,Single,Sales,8,2,FALSE,TRUE
Queen Creek,AZ,United States,F,27,Single,Other,8,2,FALSE,TRUE
Raigarh,MP,India,M,32,Married,Other,8,1,FALSE,TRUE
Chatsworth,CA,United States,M,27,Single,Trades,10,3,FALSE,TRUE
Beijing,NA,China,F,31,Married,Other,1,1,TRUE,TRUE
Akishima,NA,Japan,F,25,Married,Retail,1,7,TRUE,FALSE
Jamison,PA,United States,F,48,Unspecified,Hospitality,0,2,TRUE,FALSE
Kotka,NA,Finland,F,26,Married,Retail,1,5,TRUE,FALSE
Bern,NA,Switzerland,M,21,Single,Sales,6,2,FALSE,TRUE
Cangzhou,NA,China,F,32,Married,Executive,3,0,TRUE,TRUE
Singapore,Singapore,Singapore,M,38,Married,Trades,4,4,FALSE,TRUE
Köln,NA,Germany,M,41,Married,Executive,8,0,FALSE,TRUE
Nago,NA,Japan,F,25,Single,Hospitality,8,2,FALSE,TRUE
Norfolk,VA,United States,F,23,Single,Other,5,0,FALSE,TRUE
Williamsburg,VA,United States,M,37,Married,Sales,10,3,FALSE,TRUE
Kobe,NA,Japan,F,45,Unspecified,Hospitality,7,0,FALSE,TRUE
Boulogne-Billancourt,NA,France,F,36,Married,Other,6,2,FALSE,TRUE
Chiba,NA,Japan,M,23,Single,Trades,6,1,FALSE,TRUE
Brescia,BS,Italy,F,38,Unspecified,Hospitality,2,5,TRUE,FALSE
Birmingham,NA,United Kingdom,M,44,Married,Trades,7,0,FALSE,TRUE
Yarmouth,NS,Canada,F,33,Married,Hospitality,2,1,FALSE,TRUE
Gmunden,NA,Austria,F,40,Married,Other,7,1,FALSE,TRUE
Seattle,WA,United States,M,27,Single,Executive,8,2,FALSE,TRUE
Portage La Prairie,MB,Canada,M,35,Unspecified,Trades,7,2,FALSE,TRUE
Oak Harbor,WA,United States,M,42,Married,Other,9,2,FALSE,TRUE
Singapore,Singapore,Singapore,M,22,Single,Trades,4,2,FALSE,TRUE
Adelaide,SA,Australia,M,20,Single,Professional,3,2,FALSE,TRUE
Tokyo,NA,Japan,M,19,Single,Professional,7,3,FALSE,TRUE
Adelaide,SA,Australia,M,28,Single,Other,6,1,FALSE,TRUE
Cliffwood,NJ,United States,M,25,Single,Other,7,0,FALSE,TRUE
Balneário Camboriú,BR-SC,Brazil,M,31,Married,Trades,7,1,FALSE,TRUE
Azusa,CA,United States,M,24,Single,Sales,4,1,FALSE,TRUE
Chelyabinsk,NA,Russia,F,45,Married,Executive,1,0,TRUE,TRUE
Yukhnov,NA,Russia,M,35,Married,Sales,8,1,FALSE,TRUE
Melk,NA,Austria,M,23,Single,Trades,7,3,FALSE,TRUE
São Paulo,BR-SP,Brazil,F,50,Married,Other,8,0,FALSE,TRUE
Sendai,NA,Japan,M,23,Single,Trades,2,2,FALSE,TRUE
Guarulhos,BR-SP,Brazil,F,46,Unspecified,Hospitality,2,3,TRUE,FALSE
Osnabrück,NA,Germany,M,19,Single,Other,2,2,FALSE,TRUE
Leicester,NA,United Kingdom,M,36,Married,Executive,5,2,FALSE,TRUE
Bellinzona,NA,Switzerland,F,26,Married,Retail,1,2,TRUE,TRUE
Tampico,NA,Mexico,M,44,Married,Other,4,1,FALSE,TRUE
Southwark,NA,United Kingdom,M,31,Married,Sales,3,1,FALSE,TRUE
Lethbridge,AB,Canada,F,34,Married,Other,0,11,TRUE,FALSE
Nanaimo,BC,Canada,M,38,Single,Sales,5,3,FALSE,TRUE
Ramsgate,NA,United Kingdom,M,27,Single,Professional,6,3,FALSE,TRUE
Billerica,MA,United States,F,31,Married,Executive,2,10,TRUE,FALSE
Milano,MI,Italy,M,32,Single,Professional,5,3,FALSE,TRUE
Delhi,NCT,India,F,23,Married,Other,4,7,TRUE,FALSE
Winnipeg,MB,Canada,F,45,Unspecified,Hospitality,2,8,TRUE,FALSE
Tampa,FL,United States,F,43,Married,Other,6,2,FALSE,TRUE
São Paulo,BR-SP,Brazil,F,20,Single,Other,2,6,TRUE,FALSE
Sacramento,CA,United States,F,39,Married,Retail,5,0,FALSE,TRUE
Canberra,ACT,Australia,F,41,Married,Other,9,1,FALSE,TRUE
Manzanilo,NA,Mexico,M,27,Single,Professional,7,2,FALSE,TRUE
Kawasaki,NA,Japan,F,47,Unspecified,Hospitality,4,3,FALSE,TRUE
Lethbridge,AB,Canada,F,33,Married,Retail,1,10,TRUE,FALSE
Hiroshima,NA,Japan,M,40,Married,Other,2,2,TRUE,TRUE
Yakima,WA,United States,M,29,Single,Executive,4,2,FALSE,TRUE
Amherst,NH,United States,M,23,Single,Other,8,1,FALSE,TRUE
Rio de Janeiro,BR-RJ,Brazil,F,36,Married,Executive,7,0,FALSE,TRUE
Salzburg,NA,Austria,M,21,Single,Trades,6,2,FALSE,TRUE
Sunderland,NA,United Kingdom,M,22,Single,Student,3,1,FALSE,TRUE
Eskilstuna,NA,Sweden,F,39,Married,Other,6,2,FALSE,TRUE
Sendai,NA,Japan,F,49,Married,Executive,2,6,TRUE,FALSE
Smolensk,NA,Russia,M,29,Single,Professional,6,0,FALSE,TRUE
Padova,NA,Italy,F,22,Single,Other,10,2,FALSE,TRUE
Hong Kong,NA,China,M,32,Married,Other,1,8,TRUE,FALSE
Higashimurayama,NA,Japan,F,32,Married,Executive,6,0,FALSE,TRUE
Hämeenlinna,NA,Finland,M,44,Married,Sales,6,3,FALSE,TRUE
Kasugai,NA,Japan,F,23,Single,Other,1,1,TRUE,TRUE
Niterói,BR-RJ,Brazil,M,20,Single,Other,1,2,TRUE,TRUE
Manaus,BR-AM,Brazil,F,48,Married,Executive,1,8,TRUE,FALSE
Besancon,NA,France,M,22,Single,Student,5,2,FALSE,TRUE
Barcelona,B,Spain,M,25,Single,Professional,8,0,FALSE,TRUE
Brtistol,NA,United Kingdom,M,30,Married,Sales,7,1,FALSE,TRUE
Ryazan,NA,Russia,M,26,Single,Sales,8,2,FALSE,TRUE
Santa Clara,CA,United States,M,28,Single,Trades,8,1,FALSE,TRUE
Puebla,NA,Mexico,M,39,Single,Professional,7,1,FALSE,TRUE
Chelyabinsk,NA,Russia,F,23,Single,Other,6,0,FALSE,TRUE
Southwark,NA,United Kingdom,M,26,Single,Other,10,0,FALSE,TRUE
Salvador,BR-BA,Brazil,F,24,Single,Other,2,4,TRUE,FALSE
Komae,NA,Japan,F,45,Married,Hospitality,0,6,TRUE,FALSE
Hagerstown,MD,United States,F,46,Married,Executive,9,2,FALSE,TRUE
Bregenz,NA,Austria,M,21,Single,Professional,5,1,FALSE,TRUE
Aix-en-Provence,NA,France,M,28,Single,Trades,6,2,FALSE,TRUE
Acapulco,NA,Mexico,F,39,Married,Other,1,10,TRUE,FALSE
Washington,DC,United States,M,39,Married,Sales,5,2,FALSE,TRUE
Overland Park,KS,United States,M,44,Single,Other,7,2,FALSE,TRUE
Frogmore,NA,United Kingdom,M,29,Single,Other,5,2,FALSE,TRUE
Salvador,BR-BA,Brazil,F,44,Unspecified,Hospitality,1,10,TRUE,FALSE
Frederikshavn,NA,Denmark,F,27,Married,Retail,2,2,TRUE,TRUE
Hämeenlinna,NA,Finland,F,31,Married,Retail,3,7,TRUE,FALSE
Chemnitz,NA,Germany,M,39,Married,Other,9,0,FALSE,TRUE
Perth,WA,Australia,F,24,Single,Other,9,3,FALSE,TRUE
Petaluma,CA,United States,F,32,Married,Executive,4,2,FALSE,TRUE
Qiqihaer,NA,China,M,35,Married,Executive,6,1,FALSE,TRUE
Manaus,BR-AM,Brazil,M,27,Single,Professional,5,1,FALSE,TRUE
Seoul,NA,Korea,F,24,Married,Retail,2,7,TRUE,FALSE
Århus,NA,Denmark,F,31,Married,Executive,5,1,FALSE,TRUE
Bremen,NA,Germany,F,38,Married,Retail,1,6,TRUE,FALSE
Chongqing,NA,China,F,48,Married,Other,1,6,TRUE,FALSE
Brescia,BS,Italy,M,38,Married,Other,1,6,TRUE,FALSE
Atlanta,GA,United States,M,20,Single,Sales,10,0,FALSE,TRUE
Toronto,ON,Canada,F,31,Married,Other,2,8,TRUE,FALSE
Salvador,BR-BA,Brazil,M,21,Single,Trades,10,1,FALSE,TRUE
Chengdu,NA,China,F,34,Married,Hospitality,7,0,FALSE,TRUE
Nijmegen,NA,Netherlands,F,33,Unspecified,Other,0,5,TRUE,FALSE
Oldham,NA,United Kingdom,F,24,Single,Other,3,5,TRUE,FALSE
Stratford,ON,Canada,F,26,Married,Retail,0,2,TRUE,TRUE
Kirensk,NA,Russia,M,34,Married,Executive,6,2,FALSE,TRUE
Angers,NA,France,M,32,Single,Trades,1,4,TRUE,FALSE
Esbjerg,NA,Denmark,M,21,Single,Other,3,1,FALSE,TRUE
Besancon,NA,France,M,19,Single,Sales,7,1,FALSE,TRUE
